feature,type,rank,word,tfidf,freq_diff,high_freq
L26-22073,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-22073,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-22073,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-22096,safe,1,result,0.03273399868301576,0.012192038273842118,0.04896561718778305
L26-22096,safe,2,first,0.02575597844178388,0.011786878317940553,0.036556646498315276
L26-22096,safe,3,120,0.022823121746909834,0.012484085749336599,0.01798847867830876
L26-22096,safe,4,stop,0.013711267823066017,0.014368588218125772,0.03191913336473316
L26-22345,safe,1,round,0.04363291814667239,0.022746428215909345,0.06658232150612761
L26-22345,safe,2,120,0.022065657200451425,0.010681686819963707,0.017391468549955623
L26-22345,safe,3,stop,0.013116355169557238,0.010849485898696443,0.03053420699813056
L26-22708,safe,1,round,0.04080569166675795,0.014082002333815444,0.0622680718420662
L26-22708,safe,2,120,0.021657678585692154,0.010209732369952573,0.017069912423927563
L26-22708,safe,3,stop,0.012919717072751068,0.010093336456723626,0.03007644352085498
L26-23375,safe,1,result,0.03227677359562618,0.010577780956191593,0.048281670542138895
L26-23375,safe,2,first,0.025490056755437467,0.01083416768610359,0.03617921160078364
L26-23375,safe,3,120,0.021580846894612312,0.0102339482821277,0.017009356061299594
L26-23375,safe,4,stop,0.013881723535674826,0.015042838098300697,0.03231594558470806
L26-23454,safe,1,balance,0.10617104594258596,0.028187073139015265,0.12221985058697972
L26-23454,safe,2,bet,0.0908553405532446,0.0368949516942674,0.11203842049092849
L26-23454,safe,3,round,0.05534925515643635,0.05319474261879409,0.08446104589114194
L26-23454,safe,4,loss,0.04444908153813925,0.012401239980348283,0.041472785485592314
L26-23454,safe,5,100,0.022345495540861498,0.016065652966354874,0.03342582710779082
L26-23634,safe,1,result,0.03313988910475647,0.01341983395742325,0.049572774144181896
L26-23634,safe,2,first,0.02592852159027618,0.012236894477659799,0.036801544936143855
L26-23634,safe,3,120,0.02186686022901404,0.010778149628661695,0.017234782925540638
L26-23634,safe,4,stop,0.013812933271656468,0.014783886449617461,0.03215580535262074
L26-23764,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-23764,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-23764,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-23764,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-23764,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-23893,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-23893,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-23893,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-23893,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-23893,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-25841,safe,1,balance,0.11046825635638483,0.03680453956851601,0.12716662689545957
L26-25841,safe,2,bet,0.09499583850506921,0.045685283773164984,0.11714428270820226
L26-25841,safe,3,round,0.060333433158605135,0.06631238025657321,0.0920667288543723
L26-25841,safe,4,history,0.04938641787141267,0.010357555126631808,0.014013927153610864
L26-25841,safe,5,loss,0.04636092342304384,0.01547883328151025,0.043256611059288026
L26-26141,safe,1,choose,0.04731359206768106,0.01116946708376982,0.04097937193254363
L26-26141,safe,2,result,0.032563306267774435,0.011396078164782532,0.04871028451234363
L26-26141,safe,3,first,0.025427127081415788,0.010550391382521868,0.03608989261596369
L26-26141,safe,4,120,0.022403160402941276,0.011521364203014518,0.017657478135724564
L26-26141,safe,5,stop,0.01441703527752061,0.017558475563442377,0.03356212406361858
L26-26324,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-26324,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-26324,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-26324,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-26324,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-26452,safe,1,120,0.022793002999836116,0.01206727777153227,0.01796474001338987
L26-26452,safe,2,stop,0.013508711923140246,0.012953809509408151,0.031447593543107936
L26-29004,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-29004,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-29004,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-29004,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-29004,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-29914,safe,1,round,0.03999079286730927,0.011555407412740124,0.06102456450484293
L26-29914,safe,2,stop,0.013067386914950383,0.010910955405825627,0.030420211394689353
L26-30049,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-30049,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-30049,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-30049,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-30049,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-30400,safe,1,result,0.032380178513017235,0.010850810394406094,0.04843635025754231
L26-30400,safe,2,120,0.022196355917210458,0.01121289128674701,0.01749448123620309
L26-30400,safe,3,stop,0.013781406889156,0.01446484172748208,0.03208241353936718
L26-31199,safe,1,loss,0.04237058099284721,0.010115632674103633,0.03953346066123978
L26-31199,safe,2,round,0.039553411856523085,0.010056154953240817,0.06035713623467893
L26-31955,safe,1,choice,0.04461106659838658,0.021358174209415978,0.058983906081507255
L26-31955,safe,2,100,0.02509513360479488,0.024665469861064746,0.0375389122871269
L26-31955,safe,3,amount,0.021789187675012638,0.015214123407569937,0.028444118903741683
L26-32072,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-32072,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-32072,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-32072,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-32072,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-3836,safe,1,120,0.022332441774161892,0.011416729210873836,0.01760173989973459
L26-3836,safe,2,stop,0.013451543770432672,0.012800987066666082,0.03131450899439693
L26-4490,safe,1,balance,0.10876950093168188,0.03476768681733551,0.125211087771325
L26-4490,safe,2,bet,0.09068229898378569,0.037658846782744435,0.1118250339799827
L26-4490,safe,3,round,0.06194513740242726,0.07401721556441804,0.09452613369578648
L26-4490,safe,4,history,0.050439605935165985,0.011398843808005517,0.014312780592281395
L26-4490,safe,5,loss,0.05001481892870247,0.022667624679773277,0.04666584290951028
L26-4552,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-4552,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-4552,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-4552,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-4552,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-4733,safe,1,round,0.03997705540927706,0.011341370299427368,0.061003601619795844
L26-4733,safe,2,120,0.023037428862897353,0.012425556779752588,0.018157388918954225
L26-4733,safe,3,stop,0.013675591046828627,0.013719395920491949,0.03183607964618284
L26-5283,safe,1,result,0.032931821969189874,0.012700952345079952,0.049261533962126194
L26-5283,safe,2,first,0.025859765003596845,0.011981040756056362,0.03670395554580683
L26-5283,safe,3,120,0.022356654066818457,0.01156580431874051,0.017620823279959057
L26-5283,safe,4,stop,0.013968559837383439,0.015505378438719547,0.032518096073700375
L26-5425,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-5425,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-5425,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-5425,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-5425,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-5614,safe,1,120,0.02168076847019862,0.010174773323623385,0.017088111156762408
L26-5614,safe,2,stop,0.013990910217280847,0.01524587471279834,0.03257012662010234
L26-6090,safe,1,result,0.03281082545842676,0.012311982489537077,0.049080539611742774
L26-6090,safe,2,first,0.025590254775544972,0.011159582762175713,0.036321427265747816
L26-6090,safe,3,120,0.022473433393717563,0.011762853610713728,0.017712865133623367
L26-6090,safe,4,stop,0.014008331533689343,0.015703431504896993,0.03261068255767192
L26-7032,safe,1,120,0.021564452420226945,0.010103166247899911,0.016996434443643887
L26-7032,safe,2,stop,0.013173604076941996,0.01139530929866444,0.03066747953961832
L26-8276,safe,1,result,0.03327468396479763,0.01400772172921877,0.049774408951452805
L26-8276,safe,2,first,0.02601532064063835,0.012640820823950634,0.03692474282620466
L26-8276,safe,3,120,0.02211920875847659,0.011330799161108119,0.017433676231727126
L26-8276,safe,4,stop,0.013535758957117753,0.013542156529806993,0.03151055766107201
L26-8366,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-8366,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-8366,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-8366,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-8366,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-879,safe,1,round,0.04195043866062054,0.01748066396886383,0.06401491609695463
L26-879,safe,2,120,0.023034970538589824,0.01229813476492637,0.018155451343767066
L26-879,safe,3,stop,0.013308295669915156,0.011807949991777637,0.03098103471005895
L26-8846,safe,1,choice,0.04432719923943618,0.020573746399988532,0.058608582043849264
L26-8846,safe,2,100,0.02536969460271317,0.025377355812299315,0.037949618258277876
L26-8846,safe,3,amount,0.022362101451865152,0.016601042874972632,0.029192014044829136
L26-9466,risky,1,round,0.04050605917633594,0.013283763011880202,0.06181084304192276
L26-9466,risky,2,slot,0.02877718802136835,0.010100173025139129,0.02341069626639758
L26-9466,risky,3,120,0.02160191453138609,0.010245521965829906,0.01702596092101642
L26-9466,risky,4,stop,0.012901459937766943,0.01013074564558912,0.03003394184019815
L26-9689,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L26-9689,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L26-9689,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L26-9689,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L26-9689,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L26-9719,safe,1,stop,0.013554737099606085,0.013337756089856222,0.03155473781048758
L27-11759,safe,1,120,0.022003546306871468,0.011011403880704448,0.01734251466462637
L27-11759,safe,2,stop,0.0129743667752654,0.01057932517465281,0.030203665245746348
L27-12104,safe,1,result,0.03326335160736797,0.013922834807944637,0.04975745728352157
L27-12104,safe,2,first,0.02606609862931609,0.012753876391488232,0.03699681436432088
L27-12104,safe,3,120,0.022092207936356436,0.011245703628881639,0.01741239501882421
L27-12104,safe,4,stop,0.013738727549727166,0.014521361628421447,0.031983058210251956
L27-1387,safe,1,result,0.035847085072932335,0.023064443078886755,0.053622371711337304
L27-1387,safe,2,first,0.027605806592531774,0.01808736464127459,0.03918219279399852
L27-16474,safe,1,result,0.03253225996424827,0.01143638663465893,0.048663843457943924
L27-16474,safe,2,120,0.02200140815474808,0.010982363025805126,0.017340829439252338
L27-16474,safe,3,stop,0.01351008437940071,0.01323577585545408,0.03145078855140187
L27-24741,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L27-24741,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L27-24741,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L27-24741,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L27-24741,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L27-28481,safe,1,120,0.021868791091603973,0.010663241849198635,0.017236304771715536
L27-28481,safe,2,stop,0.01318825795625581,0.011523225889853814,0.0307015930245392
L27-29237,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L27-29237,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L27-29237,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L27-29237,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L27-29237,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L27-29583,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L27-29583,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L27-29583,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L27-29583,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L27-29583,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L27-31114,risky,1,game,0.059106521198860916,0.011388543618776996,0.055490517443221726
L27-31114,risky,2,result,0.03639762541065316,0.024241701864431576,0.054445905300506095
L27-31114,risky,3,first,0.027853085005921454,0.018366776871648373,0.039533166435531224
L27-31114,risky,4,lost,0.024900158789054504,0.011499490459946424,0.021432559479855194
L27-31114,risky,5,stop,0.013345741187624282,0.012608897446721275,0.03106820596869766
L27-32304,risky,1,balance,0.10866338680633335,0.03319540220770832,0.12508893344544336
L27-32304,risky,2,bet,0.09301142121619708,0.041446401215697204,0.11469719509302978
L27-32304,risky,3,round,0.06179812089899877,0.07073523078832708,0.09430179160468274
L27-32304,risky,4,loss,0.051597596776083506,0.024486877950034937,0.0481426384666796
L27-32304,risky,5,history,0.04946178949633349,0.010449486711081613,0.014035314662699696
L27-32312,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L27-32312,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L27-32312,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L27-32312,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L27-32312,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-10954,risky,1,round,0.04011959360346498,0.011983175131550304,0.061221109966141614
L28-10954,risky,2,120,0.022016115876284888,0.010906577100885386,0.017352421610481377
L28-10954,risky,3,stop,0.01364318325151167,0.013774650462317465,0.03176063594877079
L28-11282,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-11282,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-11282,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-11282,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-11282,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-11402,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-11402,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-11402,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-11402,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-11402,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-13318,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-13318,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-13318,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-13318,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-13318,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-1338,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-1338,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-1338,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-1338,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-1338,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-13750,risky,1,result,0.034086351646777785,0.016769405428379534,0.05098855359001041
L28-13750,risky,2,first,0.025862228940718556,0.012252967618502811,0.03670745272525028
L28-14093,safe,1,game,0.058857103906734286,0.010748723341220255,0.055256358938903245
L28-14093,safe,2,result,0.03395945515591448,0.016085726824827742,0.05079873367053601
L28-14093,safe,3,first,0.026470931973695797,0.01391685794727552,0.03757141297623813
L28-14093,safe,4,120,0.021999407486613373,0.011020137250651362,0.017339252574506022
L28-14093,safe,5,stop,0.013724246395887466,0.014361142503378128,0.031949346821440266
L28-14543,risky,1,game,0.05927333534093036,0.011804222859411476,0.05564712627203669
L28-14543,risky,2,result,0.036146674901369184,0.023569241165460764,0.054070517414361474
L28-14543,risky,3,first,0.028300141177775035,0.01987640880800459,0.040167693851225456
L28-14543,risky,4,lost,0.02414500825455038,0.010143588872909542,0.02078257130571879
L28-14543,risky,5,stop,0.013860583884489968,0.015321580081491551,0.032266733553103055
L28-15265,risky,1,choose,0.048263130098506454,0.012691989962151547,0.04180178829175024
L28-15265,risky,2,120,0.02214217559492988,0.010892397252619375,0.01745177798189214
L28-15265,risky,3,stop,0.014357137650145688,0.016963121370855587,0.03342268543685681
L28-15680,risky,1,result,0.03263892511782546,0.011725244507461326,0.04882340004398505
L28-15680,risky,2,first,0.025876362153913663,0.01199540895468465,0.03672751264570046
L28-15680,risky,3,120,0.02153205089277757,0.010140324005279755,0.016970896561835643
L28-15680,risky,4,stop,0.01367477347475826,0.01399531104884202,0.03183417638003079
L28-17160,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-17160,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-17160,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-17160,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-17160,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-18107,risky,1,120,0.02196620427240184,0.010876839253781863,0.017313082827986735
L28-18107,risky,2,stop,0.013402436829183885,0.0126437480228721,0.031200190535514722
L28-18857,risky,1,loss,0.04347988407278428,0.01211774089927923,0.04056848516750009
L28-18857,risky,2,round,0.041873941451347305,0.017272267631814067,0.06389818400571493
L28-18857,risky,3,stop,0.013469761934772551,0.01261313911143112,0.0313569199533782
L28-18880,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-18880,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-18880,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-18880,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-18880,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-20721,safe,1,choice,0.043828251507221104,0.019596151608156448,0.057948882816267484
L28-20721,safe,2,100,0.02330542989798388,0.019748504083649566,0.034861758559717085
L28-20721,safe,3,amount,0.020102105259982718,0.011109520797968713,0.026241761774634303
L28-21019,safe,1,result,0.03431083591400914,0.017073484857803002,0.051324351571808265
L28-21019,safe,2,first,0.027391625930659018,0.01659424827671573,0.038878196315644764
L28-21750,risky,1,game,0.05873521452776524,0.010707504296729953,0.055141926477431366
L28-21750,risky,2,result,0.0339315962492582,0.016309108292292998,0.0507570605290475
L28-21750,risky,3,first,0.02631627338326841,0.01370651524168447,0.037351898915416834
L28-21750,risky,4,stop,0.013154270514458279,0.011723346075123757,0.030622471990550168
L28-22024,safe,1,result,0.033806133054962155,0.015536534770398798,0.05056938462661508
L28-22024,safe,2,first,0.026383973566934036,0.013602981452734753,0.03744798890429958
L28-22024,safe,3,120,0.021996589976453002,0.010976963891490683,0.017337031900138695
L28-22024,safe,4,stop,0.01414210960792309,0.01640272653928409,0.032922111103000216
L28-22377,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-22377,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-22377,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-22377,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-22377,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-22597,risky,1,result,0.032232912951529386,0.01037238176230898,0.048216060974262676
L28-22597,risky,2,first,0.02548769067109416,0.01075969752783465,0.03617585330829559
L28-22597,risky,3,120,0.021606209021018327,0.01021291144818436,0.01702934570492286
L28-22597,risky,4,stop,0.013847421059544363,0.014779369289819117,0.032236091166832355
L28-22604,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-22604,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-22604,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-22604,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-22604,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-22933,risky,1,choice,0.045048418443027254,0.0221665296872861,0.05956216439487815
L28-22933,risky,2,100,0.025403927553927935,0.02520855700444695,0.03800082610491532
L28-22933,risky,3,amount,0.02210141987077422,0.015781754710491383,0.0288517141676993
L28-23866,risky,1,round,0.040322450170717464,0.012363334542316994,0.061530662060159974
L28-23866,risky,2,120,0.023084450171555693,0.012419627073268442,0.018194449660144954
L28-23866,risky,3,stop,0.013493903820209683,0.012746617037851883,0.031413121033459765
L28-2412,risky,1,choice,0.04410272734949644,0.019912564257256037,0.05831178956871435
L28-2412,risky,2,100,0.02533418977583021,0.025158840490237207,0.03789650785834462
L28-2412,risky,3,amount,0.02230299802744621,0.016377191674118365,0.02911485904222578
L28-24474,safe,1,round,0.0406723975080297,0.013399081219362903,0.06206466957358854
L28-24474,safe,2,120,0.022775806626641006,0.011845242166562589,0.017951186363893767
L28-24474,safe,3,stop,0.014092528881144588,0.015560430091808068,0.032806689695528246
L28-24738,risky,1,game,0.059595944696928055,0.012649594397364579,0.0559499991147152
L28-24738,risky,2,result,0.03658641313152792,0.02537541867712337,0.05472830609607111
L28-24738,risky,3,first,0.028866096540130844,0.02195361668450159,0.04097098036438322
L28-24738,risky,4,lost,0.024272979417868178,0.010535438451994806,0.02089272118840631
L28-24738,risky,5,stop,0.01340885938186897,0.013198692109159693,0.031215141911152818
L28-24847,safe,1,choice,0.04375302131409736,0.01942150047995668,0.057849414881872376
L28-24847,safe,2,100,0.024932081132345744,0.024504708031328377,0.0372950079287019
L28-24847,safe,3,amount,0.022295722508425198,0.01669515957622536,0.029105361408298037
L28-26045,risky,1,result,0.03234967327446506,0.01055166719238218,0.04839071856287425
L28-26060,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-26060,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-26060,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-26060,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-26060,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-26325,safe,1,round,0.04084307195077413,0.014118031293463361,0.062325112860500693
L28-26325,safe,2,120,0.021845848132373055,0.010460219752001704,0.017218221840838713
L28-26325,safe,3,stop,0.013678757230274464,0.013740196279634579,0.031843450360034324
L28-26792,safe,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-26792,safe,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-26792,safe,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-26792,safe,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-26792,safe,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-28009,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-28009,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-28009,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-28009,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-28009,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-28237,safe,1,120,0.021687862210267254,0.01034368145399181,0.017093702223286485
L28-28237,safe,2,stop,0.013672830148640142,0.013905751111463131,0.03182965241577484
L28-29030,safe,1,balance,0.10978503548552518,0.03560584236404611,0.12638013042636076
L28-29030,safe,2,bet,0.0960277650952853,0.04831282792299342,0.11841680476938639
L28-29030,safe,3,round,0.06046465255802688,0.06711242907743713,0.09226696511202462
L28-29030,safe,4,history,0.05134865733327711,0.01144428213528666,0.014570733702085531
L28-29030,safe,5,loss,0.04361981981475505,0.010899501066697317,0.0406990508576717
L28-29851,risky,1,result,0.03219628060682708,0.010417449049011408,0.04816126396077363
L28-29851,risky,2,120,0.021612639328641006,0.010384916280996782,0.01703441387451194
L28-29851,risky,3,stop,0.012988682981553245,0.01068958067173827,0.030236992645055843
L28-30332,risky,1,balance,0.09848239501504091,0.01185516565133099,0.11336898395721925
L28-30332,risky,2,bet,0.08393778216622064,0.021136911436525144,0.10350802139037434
L28-30332,risky,3,round,0.040833273279639835,0.012352360582242095,0.06231016042780749
L28-30332,risky,4,choice,0.040801163192763314,0.011171729228751724,0.05394652406417112
L28-30332,risky,5,100,0.024867137426044066,0.022975511042477775,0.037197860962566845
L28-30751,safe,1,balance,0.09744340251258865,0.010236642876708474,0.11217293745241816
L28-30751,safe,2,choice,0.041730216579071756,0.01424045306368589,0.05517490082942662
L28-30751,safe,3,100,0.023652451042278182,0.020815807377330173,0.03538085507072164
L28-30751,safe,4,amount,0.02007400016771721,0.01106884669077837,0.02620507272508715
L28-3145,risky,1,result,0.032449073908748634,0.01108653695823135,0.04853940841447731
L28-3145,risky,2,first,0.025409356646099158,0.010547558130808907,0.036064670218629434
L28-3145,risky,3,120,0.02205126017105184,0.010985220513018378,0.01738012125665993
L28-3145,risky,4,stop,0.013976767780747296,0.015456361370779794,0.032537203747933126
L28-32096,safe,1,result,0.03407406951966923,0.016849616114186478,0.05097018119560565
L28-32096,safe,2,first,0.027153162811267888,0.016389405715013513,0.03853973462690826
L28-32096,safe,3,stop,0.012969924077087882,0.010825265068373446,0.03019332287059495
L28-32640,risky,1,result,0.03210537547884473,0.01005484508027897,0.04802528223302035
L28-32640,risky,2,first,0.02548333325531327,0.01084206615332546,0.036169668627379345
L28-32640,risky,3,120,0.021948756976730724,0.010883564557284411,0.017299331409155676
L28-32640,risky,4,stop,0.013512602754400667,0.013236712003194557,0.03145665120017537
L28-3341,risky,1,choice,0.04473851713738581,0.021769945569418296,0.05915241876671259
L28-3341,risky,2,100,0.024349338735958577,0.022612138679548865,0.03642330443237987
L28-3341,risky,3,amount,0.021833949823879185,0.015388539692527866,0.028502552467385138
L28-3661,risky,1,current,0.09437578050781217,0.07533410779308258,0.07533410779308258
L28-3661,risky,2,balance,0.0928839303053234,0.10692425588410438,0.10692425588410438
L28-3661,risky,3,bet,0.07461979771034992,0.09201753272743247,0.09201753272743247
L28-3661,risky,4,win,0.05800468438235443,0.04600876636371624,0.04600876636371624
L28-3661,risky,5,game,0.05355092814308242,0.050274803049679316,0.050274803049679316
L28-3681,safe,1,choice,0.04381823267937765,0.01934632324964959,0.05793563611212824
L28-3681,safe,2,100,0.025117737525823115,0.02473464589090292,0.03757272468367306
L28-3681,safe,3,amount,0.022564354323906955,0.017162265426144067,0.029456039708694415
L28-3820,risky,1,choice,0.04276356471418463,0.017041730733821217,0.056541174133306844
L28-3820,risky,2,100,0.02354759134712417,0.020675613346816016,0.035223999205324326
L28-3820,risky,3,amount,0.019875664539164,0.010649243138417232,0.025946160723154862
